Village_List,Vilage_List_Description,Cell_List,Cell_List_Description,Sector_List,Sector_List_Description,District_List,District_List_Description,Province_List,Province_List_Description
OL01016909,Marembo,OL02006255,Migendezo,OL03001185,CYINZUZI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016911,Ngabitsinze,OL02006255,Migendezo,OL03001185,CYINZUZI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016913,Nyamugali,OL02006255,Migendezo,OL03001185,CYINZUZI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016915,Remera,OL02006255,Migendezo,OL03001185,CYINZUZI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016917,Rusagara,OL02006255,Migendezo,OL03001185,CYINZUZI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016919,Gasekabuye,OL02006260,Rudogo,OL03001185,CYINZUZI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016921,Gaseke,OL02006260,Rudogo,OL03001185,CYINZUZI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016923,Gasizi,OL02006260,Rudogo,OL03001185,CYINZUZI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016925,Gihuke,OL02006260,Rudogo,OL03001185,CYINZUZI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016927,Kirambo,OL02006260,Rudogo,OL03001185,CYINZUZI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016929,Munini,OL02006260,Rudogo,OL03001185,CYINZUZI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016931,Munoga,OL02006260,Rudogo,OL03001185,CYINZUZI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016933,Musenyi,OL02006260,Rudogo,OL03001185,CYINZUZI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016935,Gitandi,OL02006265,Burehe,OL03001190,CYUNGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016937,Karambo,OL02006265,Burehe,OL03001190,CYUNGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016939,Karengeri,OL02006265,Burehe,OL03001190,CYUNGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016941,Kibande,OL02006265,Burehe,OL03001190,CYUNGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016943,Kibogora,OL02006265,Burehe,OL03001190,CYUNGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016945,Nyagatovu,OL02006265,Burehe,OL03001190,CYUNGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016947,Sove,OL02006265,Burehe,OL03001190,CYUNGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016949,Buyaga,OL02006270,Marembo,OL03001190,CYUNGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016951,Gahinga,OL02006270,Marembo,OL03001190,CYUNGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016953,Kibuye,OL02006270,Marembo,OL03001190,CYUNGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016955,Kidomo,OL02006270,Marembo,OL03001190,CYUNGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016957,Murambo,OL02006270,Marembo,OL03001190,CYUNGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016959,Nganzo,OL02006270,Marembo,OL03001190,CYUNGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016961,Rugaragara,OL02006270,Marembo,OL03001190,CYUNGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016963,Rusayu,OL02006270,Marembo,OL03001190,CYUNGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016965,Kabanda,OL02006275,Rwili,OL03001190,CYUNGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016967,Karambi,OL02006275,Rwili,OL03001190,CYUNGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016969,Kirwa,OL02006275,Rwili,OL03001190,CYUNGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016971,Kivumu,OL02006275,Rwili,OL03001190,CYUNGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016973,Nturo,OL02006275,Rwili,OL03001190,CYUNGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016975,Nyabisasa,OL02006275,Rwili,OL03001190,CYUNGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016977,Sakara,OL02006275,Rwili,OL03001190,CYUNGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016979,Akamiyove,OL02006280,Butunzi,OL03001195,KINIHIRA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016981,Barayi,OL02006280,Butunzi,OL03001195,KINIHIRA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016983,Bunahi,OL02006280,Butunzi,OL03001195,KINIHIRA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016985,Gisekuru,OL02006280,Butunzi,OL03001195,KINIHIRA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016987,Kinihira,OL02006280,Butunzi,OL03001195,KINIHIRA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016989,Ndorandi,OL02006280,Butunzi,OL03001195,KINIHIRA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016991,Buhita,OL02006285,Karegamazi,OL03001195,KINIHIRA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016993,Bwishya,OL02006285,Karegamazi,OL03001195,KINIHIRA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016995,Gatembe,OL02006285,Karegamazi,OL03001195,KINIHIRA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016997,Magezi,OL02006285,Karegamazi,OL03001195,KINIHIRA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01016999,Mutoyi,OL02006285,Karegamazi,OL03001195,KINIHIRA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017001,Ntunguru,OL02006285,Karegamazi,OL03001195,KINIHIRA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017003,Buhunde,OL02006290,Marembo,OL03001195,KINIHIRA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017005,Cyogo,OL02006290,Marembo,OL03001195,KINIHIRA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017007,Gatare,OL02006290,Marembo,OL03001195,KINIHIRA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017009,Kigali,OL02006290,Marembo,OL03001195,KINIHIRA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017011,Kiyebe,OL02006290,Marembo,OL03001195,KINIHIRA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017013,Kabuga,OL02006295,Rebero,OL03001195,KINIHIRA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017015,Karambi,OL02006295,Rebero,OL03001195,KINIHIRA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017017,Kirwa,OL02006295,Rebero,OL03001195,KINIHIRA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017019,Ndusu,OL02006295,Rebero,OL03001195,KINIHIRA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017021,Rugundu,OL02006295,Rebero,OL03001195,KINIHIRA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017023,Taba,OL02006295,Rebero,OL03001195,KINIHIRA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017025,Kabere,OL02006300,Gitatsa,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017027,Ndago,OL02006300,Gitatsa,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017029,Ruberano,OL02006300,Gitatsa,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017031,Rwili,OL02006300,Gitatsa,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017033,Gakenke,OL02006305,Kamushenyi,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017035,Gatete,OL02006305,Kamushenyi,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017037,Gatovu,OL02006305,Kamushenyi,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017039,Kabeza,OL02006305,Kamushenyi,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017041,Karambi,OL02006305,Kamushenyi,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017043,Songa,OL02006305,Kamushenyi,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017045,Wamahoro,OL02006305,Kamushenyi,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017047,Gaseke,OL02006310,Kigarama,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017049,Gasharu,OL02006310,Kigarama,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017051,Nyantabo,OL02006310,Kigarama,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017053,Runyinya,OL02006310,Kigarama,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017055,Rwintare,OL02006310,Kigarama,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017057,Gako,OL02006315,Mubuga,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017059,Kibuye,OL02006315,Mubuga,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017061,Kirenge,OL02006315,Mubuga,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017063,Murambi,OL02006315,Mubuga,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017065,Nyakarekare,OL02006315,Mubuga,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017067,Rutabo,OL02006315,Mubuga,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017069,Akamanama,OL02006320,Murama,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017071,Gishinge,OL02006320,Murama,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017073,Karambi,OL02006320,Murama,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017075,Kibingwe,OL02006320,Murama,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017077,Mugomero,OL02006320,Murama,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017079,Ryarubuguza,OL02006320,Murama,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017081,Cyasuri,OL02006325,Sayo,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017083,Kibanda,OL02006325,Sayo,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017085,Nyamiyaga,OL02006325,Sayo,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017087,Rugarama,OL02006325,Sayo,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017089,Rusongati,OL02006325,Sayo,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017091,Rusumo,OL02006325,Sayo,OL03001200,KISARO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017093,Gisiza,OL02006330,Kabuga,OL03001205,MASORO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017095,Kanunga,OL02006330,Kabuga,OL03001205,MASORO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017097,Karambi,OL02006330,Kabuga,OL03001205,MASORO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017099,Kigarama,OL02006330,Kabuga,OL03001205,MASORO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017101,Nyakibande,OL02006330,Kabuga,OL03001205,MASORO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017103,Nyakizu,OL02006330,Kabuga,OL03001205,MASORO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017105,Rubaya,OL02006330,Kabuga,OL03001205,MASORO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017107,Gacyamo,OL02006335,Kigarama,OL03001205,MASORO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017109,Marenge,OL02006335,Kigarama,OL03001205,MASORO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017111,Nyakabungo,OL02006335,Kigarama,OL03001205,MASORO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017113,Rukurazo,OL02006335,Kigarama,OL03001205,MASORO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017115,Gasenga,OL02006340,Kivugiza,OL03001205,MASORO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017117,Musega,OL02006340,Kivugiza,OL03001205,MASORO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017119,Nyarurembo,OL02006340,Kivugiza,OL03001205,MASORO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017121,Rebero,OL02006340,Kivugiza,OL03001205,MASORO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017123,Kabeza,OL02006345,Nyamyumba,OL03001205,MASORO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017125,Kabuga,OL02006345,Nyamyumba,OL03001205,MASORO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017127,Kigomwa,OL02006345,Nyamyumba,OL03001205,MASORO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017129,Marembo,OL02006345,Nyamyumba,OL03001205,MASORO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017131,Rusenyi,OL02006345,Nyamyumba,OL03001205,MASORO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017133,Agasharu,OL02006350,Shengampuli,OL03001205,MASORO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017135,Amataba,OL02006350,Shengampuli,OL03001205,MASORO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017137,Nyabinyana,OL02006350,Shengampuli,OL03001205,MASORO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017139,Rusine,OL02006350,Shengampuli,OL03001205,MASORO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017141,Umubuga,OL02006350,Shengampuli,OL03001205,MASORO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017143,Umutagata,OL02006350,Shengampuli,OL03001205,MASORO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017145,Buhira,OL02006355,Bukoro,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017147,Bukoro,OL02006355,Bukoro,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017149,Gasama,OL02006355,Bukoro,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017151,Gihonga,OL02006355,Bukoro,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017153,Kalindi,OL02006355,Bukoro,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017155,Kibamba,OL02006355,Bukoro,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017157,Kibaya,OL02006355,Bukoro,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017159,Kinini Ya Mbogo,OL02006355,Bukoro,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017161,Ruhanya,OL02006355,Bukoro,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017163,Rwambogo,OL02006355,Bukoro,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017165,Bukongi,OL02006360,Mushari,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017167,Buraro,OL02006360,Mushari,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017169,Buyanja,OL02006360,Mushari,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017171,Gitaba,OL02006360,Mushari,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017173,Nkurura,OL02006360,Mushari,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017175,Nyakabuye,OL02006360,Mushari,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017177,Rwambogo,OL02006360,Mushari,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017179,Gasovu,OL02006365,Ngiramazi,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017181,Gikombe,OL02006365,Ngiramazi,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017183,Gisha,OL02006365,Ngiramazi,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017185,Kibungo,OL02006365,Ngiramazi,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017187,Muhora,OL02006365,Ngiramazi,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017189,Nyakabembe,OL02006365,Ngiramazi,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017191,Yaramba,OL02006365,Ngiramazi,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017193,Gakoma,OL02006370,Rurenge,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017195,Gicumbi,OL02006370,Rurenge,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017197,Gitaba,OL02006370,Rurenge,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017199,Karehe,OL02006370,Rurenge,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017201,Munini,OL02006370,Rurenge,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017203,Ruhondo,OL02006370,Rurenge,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017205,Rurenge,OL02006370,Rurenge,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017207,Rutonde,OL02006370,Rurenge,OL03001210,MBOGO,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017209,Gashubi,OL02006375,Bubangu,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017211,Karambo,OL02006375,Bubangu,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017213,Karwa,OL02006375,Bubangu,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017215,Mayange,OL02006375,Bubangu,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017217,Nyagisozi,OL02006375,Bubangu,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017219,Rebero,OL02006375,Bubangu,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017221,Ruhunga,OL02006375,Bubangu,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017223,Taba,OL02006375,Bubangu,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017225,Agatare,OL02006380,Gatwa,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017227,Akarambi,OL02006380,Gatwa,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017229,Amataba,OL02006380,Gatwa,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017231,Gisiza,OL02006380,Gatwa,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017233,Kabeza,OL02006380,Gatwa,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017235,Karambo,OL02006380,Gatwa,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017237,Kigarama,OL02006380,Gatwa,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017239,Amahoro,OL02006385,Mugambazi,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017241,Buliza,OL02006385,Mugambazi,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017243,Gahama,OL02006385,Mugambazi,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017245,Gashinge,OL02006385,Mugambazi,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017247,Kigarama,OL02006385,Mugambazi,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017249,Nyarurembo,OL02006385,Mugambazi,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017251,Ruri,OL02006385,Mugambazi,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017253,Iraro,OL02006390,Mvuzo,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017255,Kabeza,OL02006390,Mvuzo,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017257,Kabuga,OL02006390,Mvuzo,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017259,Munyinya,OL02006390,Mvuzo,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017261,Mutabo,OL02006390,Mvuzo,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017263,Ntyaba,OL02006390,Mvuzo,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017265,Rurama,OL02006390,Mvuzo,OL03001215,MURAMBI,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017267,Gatete,OL02006395,Kabuga,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017269,Kagarama,OL02006395,Kabuga,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017271,Kirambo,OL02006395,Kabuga,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017273,Kiruli,OL02006395,Kabuga,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017275,Nyabuko,OL02006395,Kabuga,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017277,Rubona,OL02006395,Kabuga,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017279,Butare,OL02006400,Karambo,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017281,Jyambere,OL02006400,Karambo,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017283,Kagwa,OL02006400,Karambo,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017285,Karambi,OL02006400,Karambo,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017287,Marebe,OL02006400,Karambo,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017289,Nyakagezi,OL02006400,Karambo,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017291,Cyabasigi,OL02006405,Mugote,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017293,Kiboha,OL02006405,Mugote,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017295,Kigina,OL02006405,Mugote,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017297,Mwishya,OL02006405,Mugote,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017299,Nyakibyeyi,OL02006405,Mugote,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017301,Riryi,OL02006405,Mugote,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017303,Rukoma,OL02006405,Mugote,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017305,Sakara,OL02006405,Mugote,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017307,Busizi,OL02006410,Munyarwanda,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017309,Gaseke,OL02006410,Munyarwanda,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017311,Kirungu,OL02006410,Munyarwanda,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017313,Muyange,OL02006410,Munyarwanda,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017315,Ngaru,OL02006410,Munyarwanda,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017317,Nyaruvumu,OL02006410,Munyarwanda,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017319,Rushayu,OL02006410,Munyarwanda,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017321,Rushubi,OL02006410,Munyarwanda,OL03001220,NGOMA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017323,Bikamba,OL02006415,Kajevuba,OL03001225,NTARABANA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017325,Cyamutara,OL02006415,Kajevuba,OL03001225,NTARABANA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017327,Gitambi,OL02006415,Kajevuba,OL03001225,NTARABANA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017329,Kazi,OL02006415,Kajevuba,OL03001225,NTARABANA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017331,Nyakambu,OL02006415,Kajevuba,OL03001225,NTARABANA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017333,Nyarubuye,OL02006415,Kajevuba,OL03001225,NTARABANA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017335,Rukore,OL02006415,Kajevuba,OL03001225,NTARABANA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017337,Rusasa,OL02006415,Kajevuba,OL03001225,NTARABANA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017339,Gatobotobo,OL02006420,Kiyanza,OL03001225,NTARABANA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017341,Kabirizi,OL02006420,Kiyanza,OL03001225,NTARABANA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017343,Kivubwe,OL02006420,Kiyanza,OL03001225,NTARABANA,OL04000095,Rulindo,OL05000020,Amajyaruguru
OL01017345,Kiyanza I,OL02006420,Kiyanza,OL03001225,NTARABANA,OL04000095,Rulindo,OL05000020,Amajyaruguru
